9.974837930505575656e-01 1.000000000000000000e+00 9.499999999999999556e-01 1.000000000000000000e+00
9.974890903283458732e-01 1.000000000000000000e+00 9.499999999999999556e-01 1.000000000000000000e+00
9.974943764539704327e-01 1.000000000000000000e+00 9.499999999999999556e-01 1.000000000000000000e+00
9.974996514509094636e-01 1.000000000000000000e+00 9.499999999999999556e-01 1.000000000000000000e+00
9.975049153425917803e-01 1.000000000000000000e+00 9.499999999999999556e-01 1.000000000000000000e+00
9.975101681523969033e-01 1.000000000000000000e+00 9.499999999999999556e-01 1.000000000000000000e+00
9.975154099036550592e-01 1.000000000000000000e+00 9.499999999999999556e-01 1.100000000000000089e+00
9.977311669354368417e-01 1.000000000000000000e+00 9.499999999999999556e-01 1.300000000000000044e+00
9.983675223734674864e-01 1.000000000000000000e+00 9.499999999999999556e-01 1.399999999999999911e+00
9.992130644316286059e-01 1.000000000000000000e+00 9.499999999999999556e-01 1.399999999999999911e+00
1.000056826401246157e+00 1.000000000000000000e+00 9.499999999999999556e-01 1.300000000000000044e+00
1.000688285714085746e+00 1.000000000000000000e+00 9.499999999999999556e-01 1.100000000000000089e+00
1.000897363007319241e+00 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
1.000684947506251143e+00 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
1.000472979195711654e+00 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
1.000261457134246967e+00 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
1.000050380382385473e+00 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
9.998397480026330886e-01 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
9.996295590594695968e-01 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
9.994198126193444276e-01 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
9.992105077506721056e-01 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
9.990016435238285863e-01 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
9.987932190111468156e-01 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
9.985852332869128434e-01 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
9.983776854273614942e-01 1.000000000000000000e+00 9.499999999999999556e-01 9.000000000000000222e-01
9.981705745106722594e-01 1.000000000000000000e+00 9.200000000000000400e-01 9.000000000000000222e-01
9.979571602182577550e-01 1.000000000000000000e+00 9.000000000000000222e-01 9.000000000000000222e-01
9.977394776399949317e-01 1.000000000000000000e+00 8.800000000000000044e-01 9.000000000000000222e-01
9.975173424635404018e-01 1.000000000000000000e+00 8.599999999999999867e-01 9.000000000000000222e-01
9.972905579461833758e-01 1.000000000000000000e+00 8.299999999999999600e-01 9.000000000000000222e-01
9.970561228667950138e-01 1.000000000000000000e+00 8.100000000000000533e-01 9.000000000000000222e-01
9.968164781189757795e-01 1.000000000000000000e+00 8.000000000000000444e-01 9.000000000000000222e-01
9.965744369236783085e-01 1.000000000000000000e+00 7.800000000000000266e-01 9.000000000000000222e-01
9.963268101623355966e-01 1.000000000000000000e+00 7.600000000000000089e-01 9.000000000000000222e-01
9.960733185566452708e-01 1.000000000000000000e+00 7.500000000000000000e-01 9.000000000000000222e-01
9.958171230404941898e-01 1.000000000000000000e+00 7.500000000000000000e-01 9.000000000000000222e-01
9.955616107123862468e-01 1.000000000000000000e+00 7.500000000000000000e-01 9.100000000000000311e-01
9.953334464171532669e-01 1.000000000000000000e+00 7.500000000000000000e-01 9.100000000000000311e-01
9.951058905600408400e-01 1.000000000000000000e+00 7.500000000000000000e-01 9.399999999999999467e-01
9.949589415185473573e-01 1.000000000000000000e+00 7.500000000000000000e-01 9.399999999999999467e-01
9.948123843411645906e-01 1.000000000000000000e+00 7.500000000000000000e-01 1.040000000000000036e+00
9.949328846495881784e-01 1.000000000000000000e+00 7.500000000000000000e-01 1.040000000000000036e+00
9.950530636238559268e-01 1.000000000000000000e+00 7.500000000000000000e-01 1.040000000000000036e+00
9.951729221208589493e-01 1.000000000000000000e+00 7.399999999999999911e-01 1.040000000000000036e+00
9.952940763853971307e-01 1.000000000000000000e+00 7.199999999999999734e-01 1.040000000000000036e+00
9.954182595065488304e-01 1.000000000000000000e+00 6.899999999999999467e-01 1.040000000000000036e+00
9.955474819427617694e-01 1.000000000000000000e+00 6.700000000000000400e-01 1.040000000000000036e+00
9.956801760265147072e-01 1.000000000000000000e+00 6.500000000000000222e-01 1.040000000000000036e+00
9.958165447156639427e-01 1.000000000000000000e+00 6.300000000000000044e-01 1.040000000000000036e+00
9.959568096530745374e-01 1.000000000000000000e+00 6.099999999999999867e-01 1.040000000000000036e+00
9.961012135558513503e-01 1.000000000000000000e+00 5.899999999999999689e-01 1.040000000000000036e+00
9.962500230014247338e-01 1.000000000000000000e+00 5.699999999999999512e-01 1.040000000000000036e+00
9.964035316926478369e-01 1.000000000000000000e+00 5.500000000000000444e-01 1.040000000000000036e+00
9.965620643046745331e-01 1.000000000000000000e+00 5.300000000000000266e-01 1.040000000000000036e+00
